,0
0,0.0
1,32.02446778902535
2,64.04830144584616
3,96.07146277340695
4,128.09391421532152
5,160.11561936992723
6,192.13654260759336
7,224.15659221130304
8,256.175796418245
9,288.1941371646572
10,320.2115844282197
11,352.2280812015797
12,384.2435791520962
13,416.2579478868572
14,448.2712374083279
15,480.283413063126
16,512.2944473815024
17,544.3043087705139
18,576.3129615600965
19,608.32030637565
20,640.3263545543973
21,672.3310612602907
22,704.3343882454549
23,736.3363037673608
24,768.3367740628369
25,800.3356757317072
26,832.3330642136909
27,864.3289000265715
28,896.3231371034468
29,928.3157342024247
30,960.306655155842
31,992.2958075582027
32,1024.283210059056
33,1056.2688300038544
34,1088.2526362440622
35,1120.2345825714754
36,1152.214628575935
37,1184.1926477714583
38,1216.168696626715
39,1248.1427308877335
40,1280.1147147959991
41,1312.0846216501905
42,1344.052406286674
43,1376.0179692955157
44,1407.9813322766813
45,1439.9424608685113
46,1471.9013156699111
47,1503.8578546312979
48,1535.8120532559271
49,1567.7637795685864
50,1599.7130808531683
51,1631.6599193433312
52,1663.6042579670261
53,1695.5460656629934
54,1727.485294656533
55,1759.4218590639025
56,1791.3557807253012
57,1823.2870149790162
58,1855.215523942919
59,1887.1412699088155
60,1919.0642227021433
61,1950.9842499886154
62,1982.9014061156272
63,2014.8156619203469
64,2046.7269684524017
65,2078.635287642165
66,2110.540583620941
67,2142.4427604037783
68,2174.34184518486
69,2206.2377947476266
70,2238.1305856497756
71,2270.020166765309
72,2301.906499754196
73,2333.7894605402366
74,2365.669097795844
75,2397.5453813983677
76,2429.418270704138
77,2461.287744044387
78,2493.153747228833
79,2525.0161841740464
80,2556.8750763557873
81,2588.730383289125
82,2620.5820745186356
83,2652.430115125556
84,2684.2744796967
85,2716.115028307301
86,2747.951810026222
87,2779.7847875676002
88,2811.6139223215228
89,2843.4391775770105
90,2875.2605206452736
91,2907.0778756700374
92,2938.8912443035256
93,2970.7005884014598
94,3002.5058684427886
95,3034.3070502298515
96,3066.104088632129
97,3097.8968696781612
98,3129.685461533739
